,name,salary_from,salary_to,salary_currency,area_name,published_at
998,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
999,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
1000,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
1001,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
1002,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
1003,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
1004,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
1005,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
1006,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
1007,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
1008,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
1009,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
1010,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
1011,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
1012,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
1013,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
1014,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
1015,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
1016,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
1017,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
1018,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
1019,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
1020,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
1021,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
1022,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
1023,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
1024,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
1025,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
1026,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
1027,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
1028,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
1029,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
1030,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
1031,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
1032,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
1033,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
1034,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
1035,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
1036,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
1037,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
1038,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
1039,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
1040,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
1041,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
1042,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
1043,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
1044,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
1045,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
1046,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
1047,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
1048,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
1049,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
1050,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
1051,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
1052,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
1053,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
1054,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
1055,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
1056,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
1057,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
1058,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
1059,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
1060,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
1061,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
1062,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
1063,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
1064,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
1065,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
1066,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
1067,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
1068,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
1069,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
1070,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
1071,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
1072,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
1073,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
1074,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
1075,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
1076,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
1077,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
1078,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
1079,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
1080,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
1081,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
1082,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
1083,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
1084,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
1085,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
1086,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
1087,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
1088,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
1089,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
1090,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
1091,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
1092,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
1093,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
1094,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
1095,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
1096,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
1097,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
1098,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
1099,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
1100,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
1101,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
1102,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
1103,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
1104,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
1105,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
1106,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
1107,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
1108,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
1109,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
1110,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
1111,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
1112,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
1113,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
1114,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
1115,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
1116,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
1117,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
1118,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
1119,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
1120,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
1121,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
1122,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
1123,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
1124,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
1125,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
1126,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
1127,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
1128,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
1129,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
1130,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
